TargetNode	01	02	03	04	05	06	07	08	09	10
Human_adenovirus_4a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_50_prototype_strain_Wan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_59_MSJ-2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_60a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_7428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_7620	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_7961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_7a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_7d	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_7d2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_7h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_7l	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_7m	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_7p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_8E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_9042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_9052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_9431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_A02-2B-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_A03-2B-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_ATCC_VR-1501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_ATCC_VR-1502	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_AdV/Berlin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_AdV/Berlin003/02/DE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_AdV/Berlin004/02/DE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_AdV/Berlin131/01/DE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_AdV/Berlin524/01/DE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_AdV/Berlin604/01/DE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_AdV/Berlin619/01/DE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_AdV/Berlin643/01/DE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_AdV/Berlin682/01/DE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_AdV/Berlin718/01/DE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_AdV/Berlin749/01/DE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_AdV/Berlin769/01/DE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_AdV/Berlin859/01/DE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_B1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_B2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_B3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_Chiba_E086/2012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_D10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_D13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_D15H9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_D17H29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_D19H30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_D30H44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_D37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_D37H13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_D37H17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_D46H13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_D8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_D9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_E4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_H02-2B-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_H02-2B-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_H03-2B-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_H08-2B-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_I02-2B-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_I05-2B-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_LZY153B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_MKJ/Chennai/2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_RKI-2797/04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_S02-2B-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_S03-2B-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_S03-2B-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_S03-2B-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_S05-2B-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_S06-2B-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_S07-2B-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_S08-2B-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_S10-1-6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_isolate_MY7/1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_isolate_MY8/1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_isolate_SGH2289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_isolate_SGH5253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_type_35p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_hepatitis_A_virus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JC_polyomavirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JC_virus_x_BK_virus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Klebsiella_oxytoca	Klebsiella_oxytoca;_CP018361.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Klebsiella_pneumoniae	Klebsiella_pneumoniae_subsp._pneumoniae;_CP012744.1;_TOPREFPERCREADS100	Klebsiella_pneumoniae;_CP009114.1;_TOPREFPERCREADS100	Klebsiella_pneumoniae;_CP021955.1;_TOPREFPERCREADS100	Escherichia_coli_CFT073;_AE014075.1;_TOPREFPERCREADS066	Klebsiella_pneumoniae;_CP021953.1;_TOPREFPERCREADS066	Klebsiella_pneumoniae;_CP015389.1;_TOPREFPERCREADS066	Klebsiella_pneumoniae_subsp._pneumoniae_KPNIH1;_CP008827.1;_TOPREFPERCREADS033	Shigella_boydii_CDC_3083-94;_CP001063.1;_TOPREFPERCREADS033	Escherichia_coli_VR50;_CP011134.1;_TOPREFPERCREADS033	Shigella_boydii_Sb227;_CP000036.1;_TOPREFPERCREADS033
Klebsiella_pneumoniae_RYC492	Klebsiella_pneumoniae_RYC492;_APGM01000107.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Klebsiella_pneumoniae_subsp._pneumoniae	Klebsiella_pneumoniae_subsp._pneumoniae;_CP014008.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Klebsiella_pneumoniae_subsp._pneumoniae_1158	Klebsiella_pneumoniae_subsp._pneumoniae_1158;_CP006722.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Klebsiella_pneumoniae_subsp._rhinoscleromatis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Legionella_pneumophila	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_alexanderi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_alstonii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_borgpetersenii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_broomii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_fainei	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_inadai	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_interrogans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_kirschneri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_kmetyi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_licerasiae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_noguchii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_santarosai	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_weilii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_wolffii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Methanobrevibacter_oralis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Moraxella_catarrhalis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mycobacterium_avium	Mycobacterium_avium_subsp._paratuberculosis_MAP4;_CP005928.1;_TOPREFPERCREADS100	Mycobacterium_avium_subsp._avium_2285_(R);_CP009493.1;_TOPREFPERCREADS100	Mycobacterium_avium_subsp._avium_2285_(S);_CP009482.1;_TOPREFPERCREADS100	Mycobacterium_avium;_CP016396.1;_TOPREFPERCREADS100	Mycobacterium_avium_subsp._avium;_CP009614.1;_TOPREFPERCREADS100	Mycobacterium_avium_subsp._paratuberculosis_K-10;_AE016958.1;_TOPREFPERCREADS100	Mycobacterium_avium_104;_CP000479.1;_TOPREFPERCREADS100	Mycobacterium_avium_subsp._paratuberculosis;_CP022095.1;_TOPREFPERCREADS100	Mycobacterium_avium_subsp._paratuberculosis;_CP015495.1;_TOPREFPERCREADS100	Mycobacterium_avium_subsp._paratuberculosis;_CP010114.1;_TOPREFPERCREADS100
Mycobacterium_canettii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mycobacterium_colombiense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mycobacterium_intracellulare	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mycobacterium_kansasii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mycobacterium_leprae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mycobacterium_tuberculosis_complex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mycoplasma_pneumoniae	Mycoplasma_pneumoniae_M1139;_CP010547.1;_TOPREFPERCREADS100	Tumebacillus_avium;_CP021434.1;_TOPREFPERCREADS100	Flammeovirgaceae_bacterium_311;_CP004371.1;_TOPREFPERCREADS100	Mycoplasma_pneumoniae_85084;_CP010544.1;_TOPREFPERCREADS000	Mycoplasma_pneumoniae_39443;_CP010540.1;_TOPREFPERCREADS000	Mycoplasma_pneumoniae_M129-B7;_CP003913.2;_TOPREFPERCREADS000	Mycoplasma_pneumoniae_85138;_CP010545.1;_TOPREFPERCREADS000	Mycoplasma_pneumoniae_19294;_CP010539.1;_TOPREFPERCREADS000	Mycoplasma_pneumoniae_309;_AP012303.1;_TOPREFPERCREADS000	Mycoplasma_pneumoniae_MAC;_CP010550.1;_TOPREFPERCREADS000
Neisseria	Neisseria_lactamica_020-06;_FN995097.1;_TOPREFPERCREADS100	Neisseria_gonorrhoeae;_CP012026.1;_TOPREFPERCREADS066	Neisseria_gonorrhoeae;_CP012028.1;_TOPREFPERCREADS066	Neisseria_gonorrhoeae;_CP016016.1;_TOPREFPERCREADS066	Neisseria_gonorrhoeae;_LT906440.1;_TOPREFPERCREADS066	Neisseria_gonorrhoeae;_CP012027.1;_TOPREFPERCREADS066	Neisseria_gonorrhoeae;_CP016017.1;_TOPREFPERCREADS066	Neisseria_gonorrhoeae;_LT906472.1;_TOPREFPERCREADS066	Neisseria_gonorrhoeae;_CP016015.1;_TOPREFPERCREADS066	Neisseria_gonorrhoeae;_CP020419.1;_TOPREFPERCREADS066
Neisseria_elongata_subsp._glycolytica_ATCC_29315	Neisseria_elongata_subsp._glycolytica_ATCC_29315;_CP007726.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Neisseria_gonorrhoeae	Neisseria_gonorrhoeae;_CP012027.1;_TOPREFPERCREADS100	Neisseria_gonorrhoeae_FA_1090;_AE004969.1;_TOPREFPERCREADS066	Neisseria_gonorrhoeae_NCCP11945;_CP001050.1;_TOPREFPERCREADS066	Neisseria_gonorrhoeae_MS11;_CP003909.1;_TOPREFPERCREADS066	Neisseria_sicca;_CP020452.1;_TOPREFPERCREADS066	NA	NA	NA	NA	NA
Neisseria_lactamica	Neisseria_lactamica;_CP019894.1;_TOPREFPERCREADS100	Neisseria_lactamica_020-06;_FN995097.1;_TOPREFPERCREADS000	NA	NA	NA	NA	NA	NA	NA	NA
Neisseria_meningitidis	Neisseria_meningitidis;_CP012392.1;_TOPREFPERCREADS100	Neisseria_meningitidis_G2136;_CP002419.1;_TOPREFPERCREADS066	Neisseria_meningitidis_M0579;_CP007668.1;_TOPREFPERCREADS066	Neisseria_meningitidis_M01-240149;_CP002421.1;_TOPREFPERCREADS066	Neisseria_meningitidis_8013;_FM999788.1;_TOPREFPERCREADS066	Neisseria_meningitidis_NZ-05/33;_CP002424.1;_TOPREFPERCREADS066	Neisseria_meningitidis_alpha14;_AM889136.1;_TOPREFPERCREADS066	Neisseria_meningitidis_alpha710;_CP001561.1;_TOPREFPERCREADS066	Neisseria_meningitidis_M7124;_CP009419.1;_TOPREFPERCREADS066	Neisseria_meningitidis_Z2491;_AL157959.1;_TOPREFPERCREADS066
Neisseria_meningitidis_M0579	Neisseria_meningitidis_M0579;_CP007668.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Parvimonas_micra	Parvimonas_micra;_CP009761.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Peptostreptococcus_anaerobius	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plasmodium_falciparum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plasmodium_vivax	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plasmodium_vivax_Sal-1	Plasmodium_vivax_Sal-1;_NC_009917.1;_TOPREFPERCREADS100	Enterobius_vermicularis;_LM415057.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA
Pneumocystis_carinii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pneumocystis_jirovecii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porphyromonas_gingivalis	Porphyromonas_gingivalis;_CP011995.1;_TOPREFPERCREADS100	Porphyromonas_gingivalis_W83;_AE015924.1;_TOPREFPERCREADS100	Porphyromonas_gingivalis_ATCC_33277;_AP009380.1;_TOPREFPERCREADS077	Porphyromonas_gingivalis_AJW4;_CP011996.1;_TOPREFPERCREADS077	Porphyromonas_gingivalis_381;_CP012889.1;_TOPREFPERCREADS066	Porphyromonas_gingivalis_TDC60;_AP012203.1;_TOPREFPERCREADS066	Porphyromonas_gingivalis_JCVI_SC001;_CM001843.1;_TOPREFPERCREADS055	Porphyromonas_gingivalis_A7A1-28;_CP013131.1;_TOPREFPERCREADS055	Proteiniphilum_saccharofermentans;_LT605205.1;_TOPREFPERCREADS022	Parabacteroides_distasonis_ATCC_8503;_CP000140.1;_TOPREFPERCREADS011
Porphyromonas_gingivalis_A7A1-28	Porphyromonas_gingivalis_A7A1-28;_CP013131.1;_TOPREFPERCREADS100	Fermentimonas_caenicola;_LN515532.1;_TOPREFPERCREADS050	Petrimonas_sp._IBARAKI;_AP018040.1;_TOPREFPERCREADS050	Petrimonas_mucosa;_LT608328.1;_TOPREFPERCREADS050	NA	NA	NA	NA	NA	NA
Porphyromonas_gingivalis_JCVI_SC001	Porphyromonas_gingivalis_JCVI_SC001;_CM001843.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porphyromonas_gingivalis_W83	Porphyromonas_gingivalis_W83;_AE015924.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rickettsia_africae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rickettsia_akari	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rickettsia_conorii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rickettsia_felis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rickettsia_japonica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rickettsia_prowazekii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rickettsia_rickettsii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rickettsia_sibirica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rickettsia_typhi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Salmonella_enterica_subsp._enterica	Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._U288;_CP004058.1;_TOPREFPERCREADS100	Salmonella_enterica_subsp._enterica_serovar_Typhi;_LT905088.1;_TOPREFPERCREADS100	Salmonella_enterica_subsp._enterica_serovar_Typhi;_LT904891.1;_TOPREFPERCREADS100	Salmonella_enterica_subsp._enterica_serovar_Typhi;_CP012151.1;_TOPREFPERCREADS100	Salmonella_enterica_subsp._enterica_serovar_Typhi;_LT904869.1;_TOPREFPERCREADS100	Salmonella_enterica_subsp._enterica_serovar_Typhi;_LT904884.1;_TOPREFPERCREADS100	Salmonella_enterica_subsp._enterica_serovar_Typhi;_LT904883.1;_TOPREFPERCREADS100	Salmonella_enterica_subsp._enterica_serovar_Typhi;_LT904888.1;_TOPREFPERCREADS100	Salmonella_enterica_subsp._enterica_serovar_Typhi;_LT904867.1;_TOPREFPERCREADS100	Salmonella_enterica_subsp._enterica_serovar_Typhi;_LT904887.1;_TOPREFPERCREADS100
Salmonella_enterica_subsp._enterica_serovar_Dublin	Salmonella_enterica_subsp._enterica_serovar_Dublin;_CM001152.1;_TOPREFPERCREADS100	Salmonella_enterica_subsp._enterica_serovar_Dublin_str._CT_02021853;_CP001143.1;_TOPREFPERCREADS100	Salmonella_enterica_subsp._enterica_serovar_Dublin_str._ATCC_39184;_CP019180.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._77-1427	Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._77-1427;_CP007599.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._EC20120916	Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._EC20120916;_CP007332.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Salmonella_enterica_subsp._enterica_serovar_Saintpaul	Salmonella_enterica_subsp._enterica_serovar_Saintpaul;_CP019173.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Salmonella_enterica_subsp._enterica_serovar_Schwarzengrund_str._CVM19633	Salmonella_enterica_subsp._enterica_serovar_Schwarzengrund_str._CVM19633;_CP001126.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Salmonella_enterica_subsp._enterica_serovar_Typhi	Salmonella_enterica_subsp._enterica_serovar_Typhi;_LT904867.1;_TOPREFPERCREADS100	Salmonella_enterica_subsp._enterica_serovar_Typhi_str._P-stx-12;_CP003278.1;_TOPREFPERCREADS093	Salmonella_enterica_subsp._enterica_serovar_Typhi_str._Ty2;_AE014613.1;_TOPREFPERCREADS093	Salmonella_enterica_subsp._enterica_serovar_Typhi_str._Ty21a;_CP002099.1;_TOPREFPERCREADS093	Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18;_AL513382.1;_TOPREFPERCREADS093	Escherichia_coli_O7:K1_str._CE10;_CP003034.1;_TOPREFPERCREADS050	Escherichia_coli_IAI39;_CU928164.2;_TOPREFPERCREADS043	Escherichia_coli;_CP012631.1;_TOPREFPERCREADS043	Escherichia_coli;_CP017220.1;_TOPREFPERCREADS037	Salmonella_enterica_subsp._enterica_serovar_Mbandaka_str._ATCC_51958;_CP019183.1;_TOPREFPERCREADS031
Salmonella_enterica_subsp._enterica_serovar_Typhimurium	Salmonella_enterica_subsp._enterica_serovar_Typhimurium;_CP012985.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._U288	Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._U288;_CP004058.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._USDA-ARS-USMARC-1898	Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._USDA-ARS-USMARC-1898;_CP014974.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Salmonella_typhimurium_TR7095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Schistosoma_mansoni	Schistosoma_mansoni;_NW_017386861.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Shigella_boydii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Shigella_boydii_CDC_3083-94	Shigella_boydii_CDC_3083-94;_CP001063.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Shigella_dysenteriae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Shigella_dysenteriae_Sd197	Shigella_dysenteriae_Sd197;_CP000034.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Shigella_flexneri	Shigella_flexneri_2a_str._2457T;_AE014073.1;_TOPREFPERCREADS100	Shigella_flexneri_2a_str._301;_AE005674.2;_TOPREFPERCREADS100	Shigella_flexneri_2002017;_CP001383.1;_TOPREFPERCREADS100	Shigella_flexneri_Shi06HN006;_CP004057.1;_TOPREFPERCREADS100	Shigella_flexneri_2003036;_CP004056.1;_TOPREFPERCREADS100	Shigella_flexneri_2a;_CP012137.1;_TOPREFPERCREADS100	Shigella_flexneri_G1663;_CP007037.1;_TOPREFPERCREADS100	Shigella_flexneri_4c;_CP020339.1;_TOPREFPERCREADS100	Shigella_flexneri_4c;_CP020336.1;_TOPREFPERCREADS100	Shigella_flexneri_1a;_CP020086.1;_TOPREFPERCREADS088
Shigella_flexneri_1a	Shigella_flexneri_1a;_CP012735.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Shigella_flexneri_2002017	Shigella_flexneri_2002017;_CP001387.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Shigella_flexneri_G1663	Shigella_flexneri_G1663;_CP007037.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Shigella_sonnei	Shigella_sonnei;_CP021144.1;_TOPREFPERCREADS100	Shigella_sonnei_Ss046;_CP000038.1;_TOPREFPERCREADS100	Shigella_sonnei_53G;_HE616528.1;_TOPREFPERCREADS066	Escherichia_coli_P12b;_CP002291.1;_TOPREFPERCREADS033	Escherichia_coli;_CP018957.1;_TOPREFPERCREADS033	Escherichia_coli;_CP020058.1;_TOPREFPERCREADS033	Escherichia_coli;_CP010139.1;_TOPREFPERCREADS000	Escherichia_coli;_CP023355.1;_TOPREFPERCREADS000	NA	NA
Staphylococcus_aureus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus	Streptococcus_salivarius;_CP013216.1;_TOPREFPERCREADS100	Streptococcus_thermophilus;_CP013939.1;_TOPREFPERCREADS092	Streptococcus_salivarius_57.I;_CP002888.1;_TOPREFPERCREADS086	Streptococcus_sp._FDAARGOS_192;_CP020431.1;_TOPREFPERCREADS085	Streptococcus_thermophilus_CNRZ1066;_CP000024.1;_TOPREFPERCREADS077	Streptococcus_salivarius_CCHSS3;_FR873481.1;_TOPREFPERCREADS077	Streptococcus_thermophilus;_CP011217.1;_TOPREFPERCREADS077	Streptococcus_thermophilus_ND03;_CP002340.1;_TOPREFPERCREADS077	Streptococcus_thermophilus_MN-ZLW-002;_CP003499.1;_TOPREFPERCREADS076	Streptococcus_equinus;_CP020438.1;_TOPREFPERCREADS076
Streptococcus_acidominimus	Streptococcus_acidominimus;_LT906454.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_agalactiae	Streptococcus_agalactiae;_CP007571.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
