TargetNode	01	02	03	04	05	06	07	08	09	10
Human_adenovirus_B3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_Chiba_E086/2012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_D10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_D13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_D15H9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_D17H29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_D19H30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_D30H44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_D37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_D37H13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_D37H17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_D46H13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_D8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_D9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_E4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_H02-2B-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_H02-2B-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_H03-2B-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_H08-2B-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_I02-2B-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_I05-2B-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_LZY153B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_MKJ/Chennai/2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_RKI-2797/04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_S02-2B-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_S03-2B-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_S03-2B-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_S03-2B-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_S05-2B-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_S06-2B-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_S07-2B-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_S08-2B-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_S10-1-6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_isolate_MY7/1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_isolate_MY8/1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_isolate_SGH2289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_isolate_SGH5253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_type_35p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_hepatitis_A_virus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JC_polyomavirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JC_virus_x_BK_virus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Klebsiella_oxytoca	Klebsiella_oxytoca;_CP017928.1;_TOPREFPERCREADS100	Klebsiella_sp._M5al;_CP020657.1;_TOPREFPERCREADS001	Klebsiella_oxytoca_KONIH1;_CP008788.1;_TOPREFPERCREADS000	Klebsiella_michiganensis;_CP008841.1;_TOPREFPERCREADS000	Salmonella_enterica_subsp._enterica_serovar_India_str._SA20085604;_CP022015.1;_TOPREFPERCREADS000	Klebsiella_sp._LTGPAF-6F;_CP017450.1;_TOPREFPERCREADS000	NA	NA	NA	NA
Klebsiella_oxytoca_KONIH1	Klebsiella_oxytoca_KONIH1;_CP008788.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Klebsiella_pneumoniae	Klebsiella_pneumoniae;_CP018450.1;_TOPREFPERCREADS100	Klebsiella_pneumoniae_subsp._pneumoniae_KPNIH1;_CP008827.1;_TOPREFPERCREADS033	Klebsiella_pneumoniae_342;_CP000964.1;_TOPREFPERCREADS033	Klebsiella_pneumoniae_subsp._pneumoniae_Kp13;_CP003999.1;_TOPREFPERCREADS033	Klebsiella_pneumoniae_500_1420;_CP011980.1;_TOPREFPERCREADS033	Klebsiella_variicola_At-22;_CP001891.1;_TOPREFPERCREADS033	Klebsiella_pneumoniae_subsp._pneumoniae_KPNIH10;_CP007727.1;_TOPREFPERCREADS033	Klebsiella_pneumoniae_RYC492;_APGM01000001.1;_TOPREFPERCREADS033	Klebsiella_pneumoniae_KCTC_2242;_CP002910.1;_TOPREFPERCREADS033	Klebsiella_variicola;_CP010523.2;_TOPREFPERCREADS033
Klebsiella_pneumoniae_subsp._pneumoniae	Klebsiella_pneumoniae_subsp._pneumoniae;_CP009863.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Klebsiella_pneumoniae_subsp._rhinoscleromatis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Legionella_pneumophila	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_alexanderi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_alstonii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_borgpetersenii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_broomii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_fainei	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_inadai	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_interrogans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_kirschneri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_kmetyi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_licerasiae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_noguchii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_santarosai	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_weilii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_wolffii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Methanobrevibacter_oralis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Moraxella_catarrhalis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mycobacterium_avium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mycobacterium_canettii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mycobacterium_colombiense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mycobacterium_intracellulare	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mycobacterium_kansasii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mycobacterium_leprae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mycobacterium_tuberculosis_complex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mycoplasma_pneumoniae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Neisseria	Neisseria_gonorrhoeae_FA_1090;_AE004969.1;_TOPREFPERCREADS100	Neisseria_gonorrhoeae;_CP012026.1;_TOPREFPERCREADS100	Neisseria_gonorrhoeae;_CP012028.1;_TOPREFPERCREADS100	Neisseria_gonorrhoeae;_CP016016.1;_TOPREFPERCREADS100	Neisseria_gonorrhoeae;_LT906440.1;_TOPREFPERCREADS100	Neisseria_gonorrhoeae;_CP012027.1;_TOPREFPERCREADS100	Neisseria_gonorrhoeae;_CP016017.1;_TOPREFPERCREADS100	Neisseria_gonorrhoeae;_LT906472.1;_TOPREFPERCREADS100	Neisseria_gonorrhoeae;_CP016015.1;_TOPREFPERCREADS100	Neisseria_gonorrhoeae;_CP020419.1;_TOPREFPERCREADS100
Neisseria_elongata_subsp._glycolytica_ATCC_29315	Neisseria_elongata_subsp._glycolytica_ATCC_29315;_CP007726.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Neisseria_gonorrhoeae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Neisseria_meningitidis	Neisseria_meningitidis;_CP015886.1;_TOPREFPERCREADS100	Neisseria_sp._10022;_CP023429.1;_TOPREFPERCREADS100	Neisseria_sp._10023;_CP022278.1;_TOPREFPERCREADS100	Neisseria_meningitidis_alpha710;_CP001561.1;_TOPREFPERCREADS100	Neisseria_meningitidis_M7124;_CP009419.1;_TOPREFPERCREADS100	Neisseria_meningitidis_M0579;_CP007668.1;_TOPREFPERCREADS100	Neisseria_meningitidis_M01-240149;_CP002421.1;_TOPREFPERCREADS100	Neisseria_meningitidis_NZ-05/33;_CP002424.1;_TOPREFPERCREADS100	Neisseria_weaveri;_LT571436.1;_TOPREFPERCREADS100	Neisseria_meningitidis_Z2491;_AL157959.1;_TOPREFPERCREADS000
Parvimonas_micra	Parvimonas_micra;_CP009761.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Peptostreptococcus_anaerobius	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plasmodium_falciparum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plasmodium_falciparum_3D7	Plasmodium_falciparum_3D7;_NC_004325.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plasmodium_vivax	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pneumocystis_carinii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pneumocystis_jirovecii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porphyromonas_gingivalis	Porphyromonas_gingivalis;_CP011995.1;_TOPREFPERCREADS100	Porphyromonas_gingivalis_AJW4;_CP011996.1;_TOPREFPERCREADS077	Porphyromonas_gingivalis_TDC60;_AP012203.1;_TOPREFPERCREADS066	Porphyromonas_gingivalis_381;_CP012889.1;_TOPREFPERCREADS055	Porphyromonas_gingivalis_W83;_AE015924.1;_TOPREFPERCREADS055	Porphyromonas_gingivalis_A7A1-28;_CP013131.1;_TOPREFPERCREADS055	Porphyromonas_gingivalis_ATCC_33277;_AP009380.1;_TOPREFPERCREADS044	Porphyromonas_gingivalis_JCVI_SC001;_CM001843.1;_TOPREFPERCREADS033	Parabacteroides_distasonis_ATCC_8503;_CP000140.1;_TOPREFPERCREADS022	Parabacteroides_sp._CT06;_CP022754.1;_TOPREFPERCREADS022
Porphyromonas_gingivalis_A7A1-28	Porphyromonas_gingivalis_A7A1-28;_CP013131.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porphyromonas_gingivalis_AJW4	Porphyromonas_gingivalis_AJW4;_CP011996.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porphyromonas_gingivalis_W83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rickettsia_africae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rickettsia_akari	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rickettsia_conorii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rickettsia_felis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rickettsia_japonica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rickettsia_prowazekii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rickettsia_rickettsii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rickettsia_sibirica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rickettsia_typhi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Salmonella_enterica_subsp._enterica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Salmonella_enterica_subsp._enterica_serovar_India_str._SA20085604	Salmonella_enterica_subsp._enterica_serovar_India_str._SA20085604;_CP022015.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Salmonella_enterica_subsp._enterica_serovar_Typhi	Salmonella_enterica_subsp._enterica_serovar_Typhi_str._Ty21a;_CP002099.1;_TOPREFPERCREADS100	Salmonella_enterica_subsp._enterica_serovar_Typhi;_LT905088.1;_TOPREFPERCREADS100	Salmonella_enterica_subsp._enterica_serovar_Typhi;_LT905063.1;_TOPREFPERCREADS100	Salmonella_enterica_subsp._enterica_serovar_Typhi;_LT904891.1;_TOPREFPERCREADS100	Salmonella_enterica_subsp._enterica_serovar_Typhi;_LT905064.1;_TOPREFPERCREADS100	Salmonella_enterica_subsp._enterica_serovar_Typhi;_LT905062.1;_TOPREFPERCREADS100	Salmonella_enterica_subsp._enterica_serovar_Typhi;_LT905060.1;_TOPREFPERCREADS100	Salmonella_enterica_subsp._enterica_serovar_Typhi;_CP012151.1;_TOPREFPERCREADS100	Salmonella_enterica_subsp._enterica_serovar_Typhi;_LT904869.1;_TOPREFPERCREADS100	Salmonella_enterica_subsp._enterica_serovar_Typhi;_LT904884.1;_TOPREFPERCREADS100
Salmonella_typhimurium_TR7095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Schistosoma_mansoni	Schistosoma_mansoni;_NW_017385991.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Shigella_boydii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Shigella_dysenteriae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Shigella_flexneri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Shigella_sonnei	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Staphylococcus_aureus	Staphylococcus_aureus;_CP013229.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus	Streptococcus_anginosus;_CP007573.1;_TOPREFPERCREADS100	Streptococcus_sp._HSISM1;_CM002128.1;_TOPREFPERCREADS100	Streptococcus_parasanguinis_ATCC_15912;_CP002843.1;_TOPREFPERCREADS100	Streptococcus_parasanguinis_FW213;_CP003122.1;_TOPREFPERCREADS100	Streptococcus_agalactiae;_CP007570.1;_TOPREFPERCREADS084	Streptococcus_salivarius;_CP013216.1;_TOPREFPERCREADS081	Streptococcus_salivarius;_CP020451.1;_TOPREFPERCREADS081	Streptococcus_sp._HSISS1;_CM002132.1;_TOPREFPERCREADS073	Streptococcus_salivarius_JIM8777;_FR873482.1;_TOPREFPERCREADS068	Streptococcus_equinus;_CP020438.1;_TOPREFPERCREADS060
Streptococcus_acidominimus	Streptococcus_acidominimus;_LT906454.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_agalactiae	Streptococcus_agalactiae;_CP007571.1;_TOPREFPERCREADS100	Streptococcus_agalactiae_2603V/R;_AE009948.1;_TOPREFPERCREADS000	Streptococcus_agalactiae_A909;_CP000114.1;_TOPREFPERCREADS000	Streptococcus_agalactiae_GD201008-001;_CP003810.1;_TOPREFPERCREADS000	Streptococcus_agalactiae_09mas018883;_HF952104.1;_TOPREFPERCREADS000	Streptococcus_mitis_B6;_FN568063.1;_TOPREFPERCREADS000	NA	NA	NA	NA
Streptococcus_anginosus	Streptococcus_anginosus;_CP007573.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_anginosus_C238	Streptococcus_anginosus_C238;_CP003861.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_anginosus_group	Streptococcus_constellatus_subsp._pharyngis_C232;_CP003800.1;_TOPREFPERCREADS100	Streptococcus_constellatus_subsp._pharyngis_C1050;_CP003859.1;_TOPREFPERCREADS100	Streptococcus_constellatus_subsp._pharyngis_C818;_CP003840.1;_TOPREFPERCREADS100	Streptococcus_intermedius_C270;_CP003858.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA
Streptococcus_cristatus_AS_1.3089	Streptococcus_cristatus_AS_1.3089;_CP004409.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_dysgalactiae_subsp._equisimilis_167	Streptococcus_dysgalactiae_subsp._equisimilis_167;_AP012976.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_dysgalactiae_subsp._equisimilis_RE378	Streptococcus_dysgalactiae_subsp._equisimilis_RE378;_AP011114.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_equi_subsp._equi	Streptococcus_equi_subsp._equi_4047;_FM204883.1;_TOPREFPERCREADS100	Streptococcus_equi_subsp._equi;_CP021972.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_equinus	Streptococcus_equinus;_CP020438.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_gordonii	Streptococcus_gordonii;_CP020450.1;_TOPREFPERCREADS100	Streptococcus_gordonii_str._Challis_substr._CH1;_CP000725.1;_TOPREFPERCREADS054	Streptococcus_sanguinis_SK36;_CP000387.1;_TOPREFPERCREADS009	NA	NA	NA	NA	NA	NA	NA
Streptococcus_gordonii_str._Challis_substr._CH1	Streptococcus_gordonii_str._Challis_substr._CH1;_CP000725.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_intermedius_B196	Streptococcus_intermedius_B196;_CP003857.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_intermedius_C270	Streptococcus_intermedius_C270;_CP003858.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_mitis	Streptococcus_mitis;_CP012646.1;_TOPREFPERCREADS100	Streptococcus_mitis_B6;_FN568063.1;_TOPREFPERCREADS027	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_mitis_B6	Streptococcus_mitis_B6;_FN568063.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_mutans	Streptococcus_mutans_UA159-FR;_CP007016.1;_TOPREFPERCREADS100	Streptococcus_mutans_UA159;_AE014133.2;_TOPREFPERCREADS100	Streptococcus_mutans_GS-5;_CP003686.1;_TOPREFPERCREADS100	Streptococcus_mutans_NN2025;_AP010655.1;_TOPREFPERCREADS100	Streptococcus_mutans;_CP013237.1;_TOPREFPERCREADS100	Streptococcus_mutans_LJ23;_AP012336.1;_TOPREFPERCREADS100	NA	NA	NA	NA
Streptococcus_oralis	Streptococcus_oralis;_CP023507.1;_TOPREFPERCREADS100	Streptococcus_oralis_Uo5;_FR720602.1;_TOPREFPERCREADS025	Streptococcus_sp._VT_162;_CP007628.2;_TOPREFPERCREADS008	Streptococcus_oralis_subsp._tigurinus;_AP018338.1;_TOPREFPERCREADS008	NA	NA	NA	NA	NA	NA
Streptococcus_oralis_Uo5	Streptococcus_oralis_Uo5;_FR720602.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_oralis_subsp._tigurinus	Streptococcus_oralis_subsp._tigurinus;_AP018338.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_pantholopis	Streptococcus_pantholopis;_CP014699.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_parasanguinis	Streptococcus_parasanguinis_ATCC_15912;_CP002843.1;_TOPREFPERCREADS100	Streptococcus_parasanguinis_FW213;_CP003122.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_parasanguinis_ATCC_15912	Streptococcus_parasanguinis_ATCC_15912;_CP002843.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_parasanguinis_FW213	Streptococcus_parasanguinis_FW213;_CP003122.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_parauberis_NCFD_2020	Streptococcus_parauberis_NCFD_2020;_AEUT02000001.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_pasteurianus_ATCC_43144	Streptococcus_pasteurianus_ATCC_43144;_AP012054.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_pneumoniae	Streptococcus_pneumoniae_TCH8431/19A;_CP001993.1;_TOPREFPERCREADS100	Streptococcus_pneumoniae_JJA;_CP000919.1;_TOPREFPERCREADS100	Streptococcus_pneumoniae;_CP018137.1;_TOPREFPERCREADS100	Streptococcus_pneumoniae;_CP018138.1;_TOPREFPERCREADS100	Streptococcus_pneumoniae_ST556;_CP003357.2;_TOPREFPERCREADS100	Streptococcus_pneumoniae_Hungary19A-6;_CP000936.1;_TOPREFPERCREADS100	Streptococcus_pneumoniae_Taiwan19F-14;_CP000921.1;_TOPREFPERCREADS100	Streptococcus_pneumoniae_gamPNI0373;_CP001845.1;_TOPREFPERCREADS087	Streptococcus_pneumoniae_70585;_CP000918.1;_TOPREFPERCREADS087	Streptococcus_pneumoniae_R6;_AE007317.1;_TOPREFPERCREADS087
Streptococcus_pseudopneumoniae_IS7493	Streptococcus_pseudopneumoniae_IS7493;_CP002925.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_pyogenes	Streptococcus_pyogenes;_CP012045.1;_TOPREFPERCREADS100	Streptococcus_pyogenes_HKU_QMH11M0907901;_AFRY01000001.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_pyogenes_MGAS2096	Streptococcus_pyogenes_MGAS2096;_CP000261.1;_TOPREFPERCREADS100	Streptococcus_acidominimus;_LT906454.1;_TOPREFPERCREADS006	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_salivarius	Streptococcus_salivarius;_CP020451.1;_TOPREFPERCREADS100	Streptococcus_salivarius_CCHSS3;_FR873481.1;_TOPREFPERCREADS059	Streptococcus_salivarius_57.I;_CP002888.1;_TOPREFPERCREADS045	Streptococcus_salivarius_JIM8777;_FR873482.1;_TOPREFPERCREADS040	Streptococcus_equinus;_CP020438.1;_TOPREFPERCREADS013	Streptococcus_sp._FDAARGOS_192;_CP020431.1;_TOPREFPERCREADS013	Streptococcus_sp._HSISS1;_CM002132.1;_TOPREFPERCREADS013	Streptococcus_equinus;_CP020439.1;_TOPREFPERCREADS004	Streptococcus_sp._HSISS3;_CM002130.1;_TOPREFPERCREADS004	NA
Streptococcus_salivarius_57.I	Streptococcus_salivarius_57.I;_CP002888.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_salivarius_CCHSS3	Streptococcus_salivarius_CCHSS3;_FR873481.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_salivarius_JIM8777	Streptococcus_salivarius_JIM8777;_FR873482.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_sanguinis_SK36	Streptococcus_sanguinis_SK36;_CP000387.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_sp._A12	Streptococcus_sp._A12;_CP013651.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_sp._FDAARGOS_192	Streptococcus_sp._FDAARGOS_192;_CP020431.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_sp._HSISM1	Streptococcus_sp._HSISM1;_CM002128.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_sp._HSISS1	Streptococcus_sp._HSISS1;_CM002132.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_sp._HSISS2	Streptococcus_sp._HSISS2;_CM002133.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_sp._HSISS3	Streptococcus_sp._HSISS3;_CM002130.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_sp._I-G2	Streptococcus_sp._I-G2;_CP006805.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_sp._I-P16	Streptococcus_sp._I-P16;_CP006776.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_sp._NPS_308	Streptococcus_sp._NPS_308;_AP017652.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_sp._VT_162	Streptococcus_sp._VT_162;_CP007628.2;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_sp._oral_taxon_431	Streptococcus_sp._oral_taxon_431;_CP014264.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_suis	Streptococcus_suis_05HAS68;_CP002007.2;_TOPREFPERCREADS100	Streptococcus_suis_SC070731;_CP003922.1;_TOPREFPERCREADS100	Streptococcus_suis;_CP024050.1;_TOPREFPERCREADS100	Streptococcus_suis;_CP024126.1;_TOPREFPERCREADS100	Streptococcus_suis_JS14;_CP002465.1;_TOPREFPERCREADS100	Streptococcus_suis;_LT671674.1;_TOPREFPERCREADS090	Streptococcus_suis;_CP011419.1;_TOPREFPERCREADS090	Streptococcus_agalactiae;_CP021867.1;_TOPREFPERCREADS090	Streptococcus_suis;_CP017142.1;_TOPREFPERCREADS036	Streptococcus_suis;_CP012911.1;_TOPREFPERCREADS036
Streptococcus_suis_GZ1	Streptococcus_suis_GZ1;_CP000837.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_thermophilus	Streptococcus_thermophilus;_CP019935.1;_TOPREFPERCREADS100	Streptococcus_thermophilus_CNRZ1066;_CP000024.1;_TOPREFPERCREADS100	Streptococcus_thermophilus_MN-ZLW-002;_CP003499.1;_TOPREFPERCREADS093	Streptococcus_thermophilus_ASCC_1275;_CP006819.1;_TOPREFPERCREADS093	Streptococcus_thermophilus_ND03;_CP002340.1;_TOPREFPERCREADS093	Streptococcus_thermophilus_LMG_18311;_CP000023.1;_TOPREFPERCREADS086	Streptococcus_thermophilus_TH985;_CM003139.1;_TOPREFPERCREADS086	Streptococcus_thermophilus_JIM_8232;_FR875178.1;_TOPREFPERCREADS086	Streptococcus_thermophilus_TH1435;_CM002369.1;_TOPREFPERCREADS086	Streptococcus_thermophilus_TH1436;_CM002370.1;_TOPREFPERCREADS086
Streptococcus_thermophilus_MTH17CL396	Streptococcus_thermophilus_MTH17CL396;_KI929065.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Taenia_solium	Aeromonas_veronii;_CP014774.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
