Node_Name	Adipose_Tissue_Control.merged.rma6	AT_Mock_1_1000000.merged.rma6	AT_Mock_1_100000.merged.rma6	AT_Mock_1_10000.merged.rma6	AT_Mock_1_1000.merged.rma6	AT_Mock_1_100.merged.rma6	AT_Mock_1_50_1.merged.rma6	AT_Mock_1_50_2.merged.rma6	AT_Mock_1_50_3.merged.rma6	AT_Mock_1_50_4.merged.rma6	AT_Mock_1_50.merged.rma6	Hepatology_High_1.merged.rma6	Hepatology_High_2.merged.rma6	Hepatology_Low_1.merged.rma6	Hepatology_Low_2.merged.rma6	patient_1_AT.merged.rma6	patient_1_blood.merged.rma6	patient_1_stool.merged.rma6	patient_2_AT.merged.rma6	patient_2_blood.merged.rma6	patient_2_stool.merged.rma6
Buchnera_aphidicola_(Eriosoma_lanuginosum)	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Buchnera_aphidicola_(Eulachnus_pinitabulaeformis)	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Buchnera_aphidicola_(Eulachnus_rileyi)	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Buchnera_aphidicola_(Greenideinae_sp.)	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
Buchnera_aphidicola_(Hamamelistes_spinosus)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Buchnera_aphidicola_(Lachnus_roboris)	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Buchnera_aphidicola_(Lipaphis_pseudobrassicae)	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Buchnera_aphidicola_(Longistigma_liquidambarus)	0	0	0	4	7	3	5	0	10	16	11	0	0	0	0	0	0	0	0	0	0
Buchnera_aphidicola_(Macrosiphoniella_sanborni)	0	0	0	1	2	3	1	0	4	6	5	0	0	0	0	0	0	0	0	0	0
Buchnera_aphidicola_(Maculolachnus_submacula)	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Buchnera_aphidicola_(Mindarus_obliquus)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Buchnera_aphidicola_(Mollitrichosiphum_montanum)	0	0	0	0	0	0	1	0	2	2	1	0	0	0	0	0	0	0	0	0	0
Buchnera_aphidicola_(Mollitrichosiphum_nigrofasciatum)	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Buchnera_aphidicola_(Mollitrichosiphum_rhusae)	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Buchnera_aphidicola_(Myzocallis_coryli)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Buchnera_aphidicola_(Neophyllaphis_podocarpi)	0	0	0	0	29	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Buchnera_aphidicola_(Neosymydobius_sp.)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Buchnera_aphidicola_(Nippolachnus_piri)	0	0	1	4	5	9	11	0	13	9	10	0	0	0	0	0	0	0	0	0	0
Buchnera_aphidicola_(Nippolachnus_sp.)	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0
Buchnera_aphidicola_(Pemphigus_matsumurai)	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Buchnera_aphidicola_(Pterochloroides_sp.)	0	0	0	0	1	2	0	0	0	1	3	0	0	0	0	0	0	1	0	2	0
Buchnera_aphidicola_(Pterocomma_pilosum)	0	0	0	1	3	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1
Buchnera_aphidicola_(Pterocomma_smithiae)	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Buchnera_aphidicola_(Saltusaphis_scirpi)	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Buchnera_aphidicola_(Shivaphis_celti)	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Buchnera_aphidicola_(Sipha_elegans)	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Buchnera_aphidicola_(Stomaphis_quercus)	0	0	0	0	0	5	0	0	2	2	7	0	0	0	0	0	0	0	0	0	0
Buchnera_aphidicola_(Stomaphis_takahashii)	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Buchnera_aphidicola_(Takecallis_arundicolens)	0	0	0	4	9	5	5	0	8	6	6	0	0	0	0	0	0	0	0	0	1
Buchnera_aphidicola_(Thripsaphis_ballii)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0
Buchnera_aphidicola_(Tuberculatus_yokoyamai)	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Buchnera_aphidicola_(Yamatocallis_tokyoensis)	0	0	0	1	0	3	5	0	2	1	0	0	0	0	0	0	0	0	0	0	0
Buchnera_aphidicola_str._Bp_(Baizongia_pistaciae)	0	0	0	3	2	7	14	0	5	4	7	0	0	0	0	0	0	0	0	0	1
Buddenbrockia	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	19	0	0
Buddenbrockia_plumatellae	0	0	0	0	0	0	7	0	0	0	1	0	3	0	0	0	0	0	0	0	0
Bulgaria_inquinans	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
Bulleidia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bulleidia_extructa_W1219	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bupleurum_mucronatum	2	1	1	0	0	0	5	0	0	0	0	0	1	1	0	0	1	0	0	1	0
Burgoa_angulosa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia	1	0	0	4	0	17	0	0	3	2	1	0	0	1	0	0	0	19	0	0	27
Burkholderia_ambifaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	8
Burkholderia_cenocepacia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1
Burkholderia_cenocepacia_H111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	3
Burkholderia_cepacia	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	5
Burkholderia_gladioli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7
Burkholderia_gladioli_pv._gladioli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Burkholderia_lata	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_multivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
Burkholderia_plantarii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
Burkholderia_pyrrocinia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Burkholderia_seminalis	0	1	0	0	0	2	4	0	2	0	2	0	0	0	0	0	0	1	0	0	0
Burkholderia_sp.	0	0	0	0	0	2	0	0	2	3	0	0	0	0	0	0	0	1	0	0	0
Burkholderia_sp._2332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Burkholderia_sp._2351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
Burkholderia_sp._2388	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_sp._70-VN5-1W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Burkholderia_sp._A07j	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Burkholderia_sp._A112B4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Burkholderia_sp._A5I55	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_sp._A9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Burkholderia_sp._AgPiMm4-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Burkholderia_sp._B34	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_sp._B6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Burkholderia_sp._BCB-57	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_sp._BCB-66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3
Burkholderia_sp._BRUESC862	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Burkholderia_sp._Br3429	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_sp._C-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Burkholderia_sp._C60	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_sp._CAN6	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
Burkholderia_sp._CB9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	4
Burkholderia_sp._CC-Al74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Burkholderia_sp._CF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Burkholderia_sp._CJ1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_sp._CMC-NA23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Burkholderia_sp._CO52Nov	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
Burkholderia_sp._DF4SR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1
Burkholderia_sp._DNBP22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Burkholderia_sp._DRS9A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5
Burkholderia_sp._EN-B3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Burkholderia_sp._EN-B9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3
Burkholderia_sp._Ellin120	0	0	1	0	0	1	0	0	2	1	4	0	0	0	0	0	1	0	0	0	1
Burkholderia_sp._GLY-3203	0	0	0	1	0	2	0	0	2	4	1	0	0	0	0	0	0	1	0	0	9
Burkholderia_sp._GR34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Burkholderia_sp._HMSV1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Burkholderia_sp._IBUN_S1602	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Burkholderia_sp._IC049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Burkholderia_sp._IMCC12732	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_sp._JFN-P3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_sp._KFA1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_sp._LB-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Burkholderia_sp._LMG_22929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4
Burkholderia_sp._M12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Burkholderia_sp._MA18	0	0	0	0	4	1	1	0	0	3	3	0	0	0	0	0	0	0	0	0	6
Burkholderia_sp._MPBH01	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1
Burkholderia_sp._MSMB18	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_sp._NAP1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Burkholderia_sp._PA61Nov	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Burkholderia_sp._PCP15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_sp._PE-GR05	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_sp._PE-IT04	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_sp._PR4_017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
Burkholderia_sp._SBH-16	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_sp._SOD-6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_sp._VK-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Burkholderia_sp._XJ11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_sp._YP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
Burkholderia_sp._YXA1-6	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Burkholderia_sp._YXA2-32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4
Burkholderia_sp._YXD3-4	0	0	0	0	0	1	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0
Burkholderia_sp._kmd_081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Burkholderia_sp._kmd_430	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Burkholderia_sp._mcg4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Burkholderia_sp._symbiont_of_Dicranocephalus_lateralis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
Burkholderia_vietnamiensis	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	15
Burkholderiaceae	2	0	0	0	0	2	2	0	2	3	2	0	0	0	0	0	0	27	0	0	55
Burkholderiales	0	0	0	0	1	24	3	0	3	2	1	3	0	0	1	0	2	35	0	2	90
Burkholderiales_Genera_incertae_sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Burkholderiales_bacterium_Beta_02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6
Burmannia	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Butomus_umbellatus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Buttiauxella_agrestis	0	0	0	0	10	14	8	0	12	4	11	0	0	0	0	0	0	0	0	0	1
Buttiauxella_agrestis_ATCC_33320	0	0	0	0	0	1	2	0	3	1	1	0	0	0	0	0	0	0	0	0	0
Buttiauxella_izardii	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Buttiauxella_sp._UIWRF0979	0	0	0	0	0	1	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0
Buttiauxella_warmboldiae	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Butyricicoccus_desmolans	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	6
Butyricimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	604	0	0	14
Butyricimonas_sp._AT11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381	1	5	263
Butyricimonas_sp._Marseille-P2440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
Butyricimonas_virosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6
Butyrivibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1
Butyrivibrio_cf._fibrisolvens_EAT6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Butyrivibrio_crossotus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	11
Butyrivibrio_fibrisolvens	0	0	0	1	3	6	3	0	6	9	6	0	0	0	0	0	0	63	0	0	75
Butyrivibrio_fibrisolvens_DSM_3071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Butyrivibrio_hungatei	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3
Butyrivibrio_proteoclasticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Butyrivibrio_sp._Marseille-P2984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Butyrivibrio_sp._P-18	0	0	0	0	0	26	4	0	10	3	33	0	0	0	0	0	0	12	0	0	39
Butyrivibrio_sp._oral_clone_DA074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	20
Byctiscus_venustus	0	0	0	0	6	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0
Byssovorax_cruenta_JCM_12614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bythotrephes_cederstroemi	1	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	2	1	0
Caballeronia_glathei	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	5	0	0	9
Caballeronia_telluris	0	0	0	0	4	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0
Caballeronia_terrestris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Caballeronia_zhejiangensis	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Cabomba_sp._Palmer_688	0	0	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Cactosoma_sp._ER-2010	0	6	1	2	0	0	3	0	0	0	1	0	0	0	2	0	3	0	1	6	0
Caddella_sp._2_SG-2014	11	5	12	4	0	0	8	0	1	1	1	7	9	3	14	2	11	0	3	11	0
Cadulus_sp._B	0	1	2	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0
Caecibacterium_sporoformans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Caecilius_sp._KY389	7	9	4	3	0	0	13	0	0	3	0	6	3	8	7	0	2	0	3	6	0
Caedibacter_taeniospiralis	0	0	0	4	12	2	2	0	5	13	6	0	0	0	0	0	0	0	0	0	0
Caedibacter_varicaedens	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Caenispirillum_sp._THG-SD6	0	0	0	1	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Caenocholax_fenyesi	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caenogastropoda	1	4	4	2	0	1	15	0	0	2	0	0	0	4	4	0	2	0	1	2	0
Caespitotheca_forestalis	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cafius_algarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Cajanus	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Calamicoptes_sp._AD1253	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calanoida	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0
Calcarea	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caldalkalibacillus_uzonensis	0	0	0	2	2	2	2	0	2	1	5	0	0	0	0	0	0	0	0	0	0
Caldanaerobacter_sp._enrichment_culture_clone_C16	0	0	0	1	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
Caldanaerobius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Caldanaerobius_fijiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Caldicellulosiruptor_bescii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Caldicellulosiruptor_kronotskyensis	0	1	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	5	0	0	9
Caldicellulosiruptor_lactoaceticus_6A	0	0	0	4	1	2	2	0	6	0	3	0	0	0	0	0	0	1	0	0	2
Caldicellulosiruptor_saccharolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Caldicoprobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Caldicoprobacter_algeriensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Calditerrivibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Calditrichaceae	0	1	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	160	1	0	592
Calditrichaeota_bacterium_AABM5.125.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Cales	1	0	1	1	0	0	46	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Calliactis_tricolor	1	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Callicentrus_sp._NYSM_97-02-19-45	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Callichirus_major	3	1	0	1	0	0	13	0	0	0	0	1	1	1	0	1	0	0	5	0	0
Calligrapha_philadelphica	8	3	1	7	0	1	9	0	2	3	1	2	3	10	10	1	6	0	4	6	0
Callilithophytum_parcum	0	1	0	0	1	0	2	0	0	0	0	1	1	0	0	0	0	0	0	1	0
Callimodapsa_hova	12	18	13	11	3	3	13	0	6	3	0	3	2	6	7	1	23	0	2	4	0
Callinectes_sapidus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Callinera_sp._MS-2008	14	9	18	20	2	3	1	0	1	2	3	7	5	1	6	2	10	0	2	17	0
Calliodis_sp._ML-2010a	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Callipallene_novaezealandiae	0	1	2	0	1	0	6	0	0	0	0	0	1	0	0	0	2	0	0	2	0
Callipelta_cavernicola	7	6	4	4	0	2	0	0	0	0	0	2	5	2	6	0	9	0	2	3	0
Callitriche_heterophylla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Callopora_dumerilii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Callorhinchus_milii	30	29	27	18	9	2	37	0	1	4	3	29	17	10	31	2	40	0	24	39	0
Calocera_viscosa	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Calophyllaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Calophyllum_inophyllum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Calophyllum_soulattri	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Caloramator_fervidus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caloramator_indicus	0	0	0	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0
Caloramator_mitchellensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Caloramator_quimbayensis	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	6
Caloranaerobacter_azorensis_H53214	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Calothrix	0	0	0	0	1	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0
Calothrix_sp._BECID30	0	0	0	0	2	2	2	0	2	0	3	0	0	0	0	0	0	0	0	0	0
Calothrix_sp._BIR_LS5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calothrix_sp._CYN89	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
Calothrix_sp._GUEco1001	0	0	0	0	0	1	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0
Calothrix_sp._HA4395-MV3	0	0	0	0	4	6	3	0	5	2	10	0	0	0	0	0	0	0	0	0	0
Calothrix_sp._KVSF5	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4
Calothrix_sp._PCC_7103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Calothrix_sp._PCC_7507	0	0	0	0	4	4	1	0	7	11	6	0	0	0	0	0	0	0	0	0	0
Calothrix_sp._XP11C	0	0	0	0	2	1	1	0	1	3	1	0	0	0	0	0	0	0	0	0	9
Calponia_sp._CASENT9035527	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Calviria_solaris	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calycella_syringa	1	1	0	0	0	0	2	0	0	1	0	0	2	0	0	0	1	0	1	0	0
Calyptogena_kilmeri_gill_symbiont	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Calyptoglossa_frontalis	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	1	0	0
Cambalopsidae	6	2	2	2	0	1	3	0	0	2	0	3	1	1	3	0	2	0	3	3	0
Caminibacter_mediatlanticus_TB-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Campanularia_hincksii	0	4	1	5	0	0	13	0	0	0	0	0	2	0	1	0	5	0	2	0	0
Campanulariidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Campylobacter	0	0	0	0	3	0	0	0	1	1	3	0	0	0	0	0	0	14	0	7	71
Campylobacter_concisus	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Campylobacter_faecalis	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_fetus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6
Campylobacter_fetus_subsp._venerealis_NCTC_10354	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0
Campylobacter_hominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	8
Campylobacter_hyointestinalis_subsp._lawsonii	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_lari	0	0	0	0	0	10	1	0	3	21	17	0	0	0	0	0	0	1	0	0	0
Campylobacter_mucosalis-like_bacterium	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_sp._DSM_806	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
Campylobacter_sp._WB1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
