Node_Name	Adipose_Tissue_Control.rma6	AT+Mock-1:1000000.rma6	AT+Mock-1:100000.rma6	AT+Mock-1:10000.rma6	AT+Mock-1:1000.rma6	AT+Mock-1:100.rma6	AT+Mock-1:50-1.rma6	AT+Mock-1:50-2.rma6	AT+Mock-1:50-3.rma6	AT+Mock-1:50-4.rma6	AT+Mock-1:50.rma6	Hepatology-High-1.rma6	Hepatology-High-2.rma6	Hepatology-Low-1.rma6	Hepatology-Low-2.rma6	patient-1-AT.rma6	patient-1-blood.rma6	patient-1-stool.rma6	patient-2-AT.rma6	patient-2-blood.rma6	patient-2-stool.rma6
Brochothrix_thermosphacta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Brucella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Buchnera_aphidicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Burkholderia	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	14
Burkholderia_glumae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Burkholderia_oklahomensis_C6786	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_pseudomallei	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	1	0	0	0	1	2
Burkholderia_pseudomallei_1710a	2	2	3	1	2	3	3	0	0	3	3	3	4	3	1	1	4	0	0	5	0
Burkholderia_pseudomallei_B03	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Burkholderia_pseudomallei_MSHR305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Burkholderia_pseudomallei_MSHR840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Burkholderia_sp._YI23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Burkholderia_vietnamiensis	1	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0
Burkholderiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	3
Burkholderiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	32
Burkholderiales_bacterium_GJ-E10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Burkholderiales_bacterium_JOSHI_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Burkholderiales_bacterium_YL45	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	576	0	0	575
Butyrivibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	16
Butyrivibrio_hungatei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	8
Butyrivibrio_proteoclasticus_B316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	15
Caldanaerobacter_subterraneus_subsp._tengcongensis_MB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Caldicellulosiruptor	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caldicellulosiruptor_bescii_DSM_6725	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calicivirus_pig/AB90/CAN	0	1	2	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	4	0
Campylobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	203
Campylobacter_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	223
Campylobacter_coli_RM5611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	1
Campylobacter_concisus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Campylobacter_concisus_13826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6
Campylobacter_fetus_subsp._venerealis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Campylobacter_gracilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1
Campylobacter_hominis_ATCC_BAA-381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	29
Campylobacter_jejuni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	14
Campylobacter_jejuni_subsp._jejuni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	14
Campylobacter_jejuni_subsp._jejuni_CG8421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	124
Campylobacter_jejuni_subsp._jejuni_ICDCCJ07001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	10
Campylobacter_ureolyticus_RIGS_9880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	29
Campylobacterales	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Candida_albicans_SC5314	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Arthromitus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Candidatus_Azobacteroides_pseudotrichonymphae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Candidatus_Azobacteroides_pseudotrichonymphae_genomovar._CFP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3
Candidatus_Desulfovibrio_trichonymphae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
Candidatus_Filomicrobium_marinum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Candidatus_Fluviicola_riflensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Candidatus_Kinetoplastibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Candidatus_Melainabacteria_bacterium_MEL.A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80
Candidatus_Pantoea_carbekii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Candidatus_Pelagibacter_sp._IMCC9063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Candidatus_Phytoplasma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Candidatus_Phytoplasma_australiense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
Candidatus_Rhodoluna_planktonica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Candidatus_Solibacter_usitatus_Ellin6076	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Sulcia_muelleri	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Sulcia_muelleri_SMDSEM	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Capnocytophaga	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Capnocytophaga_gingivalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Capnocytophaga_leadbetteri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	681	0	0	243
Capnocytophaga_sputigena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Carboxydothermus_hydrogenoformans_Z-2901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3
Carnobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Carnobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Carnobacterium_maltaromaticum_LMA28	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Castellaniella_defragrans_65Phen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Catenulispora_acidiphila_DSM_44928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Cedecea_neteri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Cellulosilyticum_lentocellum_DSM_5427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	7
Cellulosimicrobium	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Ceratocystis_polonica_partitivirus	3	0	2	4	0	0	0	0	1	3	0	1	0	0	1	0	2	0	0	0	0
Chelativorans_sp._BNC1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Chilli_ringspot_virus	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Chlorobaculum_limnaeum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Chlorobiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Chlorobium_phaeobacteroides_BS1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
Christensenella_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1016	0	0	210
Chromatiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Chromobacterium_violaceum	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Chromobacterium_violaceum_ATCC_12472	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Chryseobacterium_gallinarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	864	0	0	520
Chryseobacterium_taklimakanense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	9
Citrobacter_amalonaticus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
Citrobacter_amalonaticus_Y19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
Citrobacter_freundii_CFNIH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Citrobacter_koseri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Citrobacter_rodentium_ICC168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Citrobacter_sp._FDAARGOS_156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Clavibacter_michiganensis_subsp._capsici	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Clavibacter_michiganensis_subsp._insidiosus	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Cloacibacillus_porcorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	84
Clostridia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	13
Clostridiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5
Clostridiales	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	7268	0	0	12003
Clostridioides_difficile	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1368	0	0	718
Clostridioides_difficile_2007855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	15
Clostridioides_difficile_630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	6
Clostridioides_difficile_BJ08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	470	0	0	348
Clostridioides_difficile_M120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
Clostridioides_difficile_QCD-23m63	0	1	1	0	1	0	1	0	0	1	1	1	1	0	0	0	1	13	0	1	24
Clostridioides_difficile_QCD-63q42	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
Clostridium	0	0	0	0	1	5	10	0	5	18	15	0	0	0	0	0	0	748	0	0	911
Clostridium_aceticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Clostridium_acetobutylicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Clostridium_argentinense	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	25
Clostridium_beijerinckii	0	0	0	0	11	152	429	0	320	497	416	0	0	0	0	0	0	0	0	0	0
Clostridium_beijerinckii_ATCC_35702	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Clostridium_beijerinckii_NCIMB_8052	0	0	0	3	8	139	350	0	301	423	330	0	0	0	0	0	0	0	0	0	0
Clostridium_beijerinckii_NRRL_B-598	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Clostridium_bornimense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4
Clostridium_botulinum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1
Clostridium_butyricum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	2
Clostridium_cochlearium	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	827	0	0	82
Clostridium_formicaceticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
Clostridium_kluyveri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	34
Clostridium_pasteurianum_BC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3
Clostridium_perfringens_F262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	28
Clostridium_saccharobutylicum	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Clostridium_saccharoperbutylacetonicum	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_sp._BNL1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Clostridium_sp._SY8519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	0	0	424
Clostridium_taeniosporum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Clostridium_tetani_12124569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	17
Clostridium_tetani_E88	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_tyrobutyricum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
Coccidioides_immitis_RS	0	5	1	0	1	2	2	0	1	4	4	0	0	2	2	3	2	0	0	0	0
Coccidioides_posadasii_C735_delta_SOWgp	0	1	0	1	4	0	1	0	0	2	1	0	0	2	1	3	0	0	0	1	0
Collinsella_aerofaciens	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3139	0	0	3780
Colombian_potato_soil-borne_virus	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Comamonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	11
Comamonas_testosteroni_TK102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Conexibacter_woesei_DSM_14684	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7
Corallococcus_coralloides_DSM_2259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Coriobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5
Coriobacteriaceae_bacterium_68-1-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	12
Coriobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4
Coriobacteriia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	46
Corynebacteriales	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	11
Corynebacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1
Corynebacterium_atypicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Corynebacterium_casei_LMG_S-19264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Corynebacterium_diphtheriae_HC02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
Corynebacterium_efficiens_YS-314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Corynebacterium_frankenforstense_DSM_45800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Corynebacterium_genitalium_ATCC_33030	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_halotolerans_YIM_70093_=_DSM_44683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Corynebacterium_marinum_DSM_44953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Corynebacterium_resistens_DSM_45100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Corynebacterium_sphenisci_DSM_44792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Corynebacterium_ulcerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Corynebacterium_ureicelerivorans	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Coxiella_burnetii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Croceibacter_atlanticus_HTCC2559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Crohivirus	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Cronobacter_condimenti_1330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Cryphonectria_hypovirus_1	3	7	3	8	0	1	2	0	4	4	2	5	1	3	5	2	4	0	0	5	0
Cryptococcus_neoformans_var._grubii_H99	0	0	1	2	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0
Cupriavidus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Cupriavidus_pinatubonensis_JMP134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	3
Curtobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Curtobacterium_pusillum	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cutibacterium_acnes	0	0	0	1	12	102	210	0	189	302	232	0	0	2	1	0	0	2	0	1	20
Cutibacterium_acnes_KPA171202	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0
Cutibacterium_avidum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Cyanobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
Cyanobacterium_aponinum_PCC_10605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Cyanobium_sp._NIES-981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Cyclobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Cyprinid_herpesvirus_1	0	0	0	1	0	1	1	0	1	2	1	0	1	0	1	0	0	0	0	1	0
Cyprinid_herpesvirus_3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Cytophaga_hutchinsonii_ATCC_33406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Cytophagaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Cytophagales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	8
Dasheen_mosaic_virus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defluviimonas_alba	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Dehalobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Dehalobacterium_formicoaceticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4
Dehalococcoides_mccartyi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Dehalococcoides_mccartyi_195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Deinococcus_puniceus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Deinococcus_radiodurans_R1	0	0	2	0	1	5	37	0	26	29	17	0	0	0	0	0	0	0	0	0	0
Delftia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Delftia_sp._HK171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Deltaproteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4
Denitrobacterium_detoxificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Dermacoccus_nishinomiyaensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Desulfallas_gibsoniae_DSM_7213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	25
Desulfarculus_baarsii_DSM_2075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Desulfitobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Desulfitobacterium_hafniense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Desulfitobacterium_metallireducens_DSM_15288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Desulfofarcimen_acetoxidans_DSM_771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Desulfofundulus_kuznetsovii_DSM_6115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Desulfomicrobium_baculatum_DSM_4028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
Desulfomicrobium_orale_DSM_12838	6	1	0	3	4	3	2	0	0	2	2	1	3	1	2	3	2	7	0	0	9
Desulfosporosinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Desulfosporosinus_acidiphilus_SJ4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16
Desulfosporosinus_youngiae_DSM_17734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
Desulfotomaculum_ferrireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Desulfotomaculum_reducens_MI-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Desulfotomaculum_ruminis_DSM_2154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Desulfovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	93
Desulfovibrio_africanus_str._Walvis_Bay	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
Desulfovibrio_alaskensis_G20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5
Desulfovibrio_desulfuricans_ND132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Desulfovibrio_fairfieldensis	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	1	22
Desulfovibrio_magneticus_RS-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Desulfovibrio_piger	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	149
Desulfovibrio_salexigens_DSM_2638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Desulfovibrio_sp._FW1012B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Desulfovibrio_vulgaris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	45
Desulfovibrio_vulgaris_DP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Desulfovibrio_vulgaris_str._'Miyazaki_F'	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10
Desulfovibrionaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	21
Desulfovibrionales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17
Desulfurispirillum_indicum_S5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Desulfurivibrio_alkaliphilus_AHT_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Desulfuromonas_soudanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Desulfuromonas_sp._DDH964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
Devosia_sp._A16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Dialister_pneumosintes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1627
Dickeya	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Dickeya_chrysanthemi_NCPPB_402	0	0	0	1	1	0	1	0	1	1	0	0	1	1	0	1	0	0	0	0	0
Dickeya_dianthicola_GBBC_2039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Dickeya_zeae_EC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Dill_cryptic_virus_1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dinocampus_coccinellae_paralysis_virus	0	0	0	1	0	0	2	0	0	2	0	0	0	2	0	0	0	0	0	1	0
Dokdonella_koreensis_DS-123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Draconibacterium_orientale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	7
Duck_hepatitis_A_virus_1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Dyadobacter_fermentans_DSM_18053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Dyella_japonica_A8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Edwardsiella_ictaluri_93-146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Eggerthella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43
Eggerthella_lenta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425	0	0	59
